,artist,track,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
151,Regard,Ride It,2tnVG71enUj33Ic2nFN6kZ,88,0.893,0.748,7,-4.299,0,0.0821,0.272,1.62e-05,0.093,0.867,117.958,157605,4
152,Ed Sheeran,South of the Border (feat. Camila Cabello & Cardi B),4vUmTMuQqjdnvlZmAH61Qk,88,0.857,0.621,9,-6.376,0,0.0824,0.148,0.0,0.0865,0.668,97.986,204467,4
153,Quality Control,Big Rocks (Offset feat. Young Thug),2JdIqJBbIiwEah4ejqIWGj,79,0.915,0.474,7,-7.373,0,0.0752,0.115,0.0,0.169,0.523,119.991,144000,4
154,ILLENIUM,Good Things Fall Apart (with Jon Bellion),6pooRNiLyYpxZeIA5kJ5EX,80,0.643,0.594,2,-5.453,1,0.0318,0.0128,0.0,0.118,0.442,144.033,216668,4
155,5 Seconds of Summer,Easier,4tNXntkAzQ5A2dfYRYGIIQ,85,0.505,0.428,5,-5.604,1,0.221,0.489,0.0,0.0977,0.618,175.813,157493,4
156,Lil Nas X,Old Town Road,0F7FA14euOIX8KcbEturGH,87,0.907,0.53,1,-6.112,1,0.127,0.0578,2.23e-06,0.101,0.507,135.998,113000,4
157,Quality Control,Baby (Lil Baby feat. DaBaby),5MPPttjfGap2C6j6eKcO6J,78,0.97,0.463,10,-7.259,1,0.366,0.0957,0.0,0.151,0.46,108.003,142417,4
158,Tainy,Adicto (with Anuel AA & Ozuna),3jbT1Y5MoPwEIpZndDDwVq,91,0.734,0.836,10,-4.803,0,0.0735,0.017,1.64e-05,0.179,0.623,80.002,270741,4
159,BROCKHAMPTON,SUGAR,6U0FIYXCQ3TGrk4tFpLrEA,80,0.453,0.538,1,-8.212,1,0.0638,0.449,0.0,0.19,0.516,122.973,204533,4
160,iann dior,gone girl,6G0FACzGN80Dj2v4ass5rq,80,0.677,0.714,11,-5.637,1,0.0287,0.162,0.0,0.0717,0.355,94.956,136568,4
161,Post Malone,Myself,2cvOfKHOHgwQlLiuLKP2xR,81,0.476,0.701,0,-4.234,1,0.0349,0.102,0.0,0.242,0.405,163.882,158120,4
162,BTS,Boy With Luv (feat. Halsey),5KawlOMHjWeUjQtnuRs22c,87,0.645,0.862,11,-4.757,0,0.0965,0.0923,0.0,0.192,0.798,119.991,229773,4
163,24kGoldn,Valentino,0c7K73roy6RW4ebDkf4yGh,81,0.745,0.718,9,-4.853,0,0.183,0.197,0.0,0.134,0.539,151.097,179133,4
164,Kehlani,Nights Like This (feat. Ty Dolla $ign),6ZRuF2n1CQxyxxAAWsKJOy,80,0.61,0.725,8,-5.131,1,0.15,0.367,0.0,0.154,0.291,146.163,201788,4
165,Ed Sheeran,Antisocial (with Travis Scott),1DhRbox3xkceP64k3JeYfW,84,0.715,0.823,5,-5.313,0,0.0495,0.133,0.0,0.361,0.91,151.956,161747,4
166,Martin Garrix,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),7Feaw9WAEREY0DUOSXJLOM,88,0.661,0.723,5,-6.976,0,0.0566,0.179,1.23e-05,0.14,0.316,113.778,163805,4
167,Joji,Sanctuary,3xaugmCyXrVkrDTXbFkMW3,83,0.552,0.65,1,-7.199,1,0.128,0.422,0.000275,0.372,0.316,167.788,180019,4
168,OneRepublic,Rescue Me,0mjAU3yKR1QnXnHtjGJqTM,88,0.759,0.605,7,-7.737,1,0.0433,0.156,0.0,0.694,0.64,121.049,158900,4
169,YBN Cordae,Broke As Fuck,1faIb3PPSzEifCHUOJ691R,78,0.616,0.669,1,-5.791,1,0.32,0.0298,0.0,0.127,0.275,154.056,196112,4
170,Lil Tecca,Out Of Luck,2ZGvw7BpnUHG89yt8fNxH7,79,0.563,0.624,8,-8.271,1,0.287,0.0439,0.0,0.111,0.337,152.068,163267,4
171,Joyner Lucas,Isis,36TO60sxDduIsO3xH8IcUh,80,0.918,0.837,1,-6.792,1,0.255,0.234,0.0,0.227,0.855,120.017,236000,4
172,Jhay Cortez,No Me Conoce - Remix,7rknFhrVDyxzTJkPSf7LoW,89,0.794,0.79,10,-3.855,0,0.0599,0.144,0.0,0.0893,0.577,91.984,307547,4
173,Old Dominion,One Man Band,3ksmU0DaEUMEVzx5V6cc3z,77,0.705,0.363,6,-8.327,1,0.0355,0.667,0.0,0.112,0.482,75.98,186520,4
174,Dreamville,"Down Bad (feat. JID, Bas, J. Cole, EARTHGANG & Young Nudy)",36J0iaPDGbYGsHvYpaYs3k,78,0.761,0.586,0,-5.368,1,0.359,0.0392,0.0,0.0558,0.719,149.804,169147,4
175,Thomas Rhett,Look What God Gave Her,2KqJC0koTBUyDlsMt5ok1V,77,0.739,0.85,2,-3.966,1,0.0308,0.0272,0.0,0.181,0.883,113.0,168960,4
176,Khalid,Talk,0rTV5WefWd1J3OwIheTzxM,83,0.9,0.4,0,-8.443,1,0.124,0.0501,0.0,0.0876,0.338,136.001,197487,4
177,Florida Georgia Line,Talk You Out Of It,4qQwGRtGT7l6ckQtdPEFd4,77,0.651,0.708,4,-4.791,1,0.0376,0.582,0.0,0.0796,0.558,119.964,202920,4
178,Juice WRLD,Feeling,2Jh3UqxnHJMyzMzku4uOtE,78,0.712,0.515,10,-6.004,0,0.0857,0.234,0.0,0.205,0.563,160.0,201920,4
179,Charlie Puth,I Warned Myself,3707IBa4HnS3zDDoWfeUBl,83,0.488,0.311,10,-11.467,0,0.297,0.562,0.000548,0.161,0.579,184.112,159783,4
180,Charlie Puth,I Warned Myself,3707IBa4HnS3zDDoWfeUBl,83,0.488,0.311,10,-11.467,0,0.297,0.562,0.000548,0.161,0.579,184.112,159783,4
181,Post Malone,I Know,6b2mfHMqWCA74XmUuVJm8r,80,0.666,0.603,1,-5.671,1,0.0763,0.497,0.0,0.112,0.262,102.94,141413,4
182,Summer Walker,Playing Games,0W45ni3uikr9z0vPjlBIDw,79,0.666,0.489,11,-5.944,0,0.0627,0.547,2.13e-06,0.204,0.464,115.555,141589,4
183,Taylor Swift,Daylight,1fzAuUVbzlhZ1lJAx9PtY6,80,0.557,0.496,0,-9.602,1,0.0563,0.808,0.000173,0.0772,0.265,149.983,293453,4
184,Taylor Swift,Daylight,1fzAuUVbzlhZ1lJAx9PtY6,80,0.557,0.496,0,-9.602,1,0.0563,0.808,0.000173,0.0772,0.265,149.983,293453,4
185,Calboy,Envy Me,7rvyVWja33WG9R97oeJAjx,78,0.74,0.488,1,-7.664,0,0.27,0.234,0.0,0.241,0.584,149.042,120133,4
186,Billie Eilish,my strange addiction,3Tc57t9l2O8FwQZtQOvPXK,82,0.939,0.305,8,-10.952,0,0.354,0.35,0.000169,0.105,0.563,100.029,179889,4
187,Lana Del Rey,Doin' Time,0Oqc0kKFsQ6MhFOLBNZIGX,83,0.649,0.538,7,-11.196,0,0.0519,0.372,0.00632,0.0951,0.496,144.979,202193,4
188,Lana Del Rey,Doin' Time,0Oqc0kKFsQ6MhFOLBNZIGX,83,0.649,0.538,7,-11.196,0,0.0519,0.372,0.00632,0.0951,0.496,144.979,202193,4
189,Taylor Swift,Soon You’ll Get Better (feat. Dixie Chicks),4AYtqFyFbX0Xkc2wtcygTr,80,0.433,0.182,0,-12.566,1,0.0641,0.907,0.0,0.123,0.421,207.476,201587,4
190,Taylor Swift,Soon You’ll Get Better (feat. Dixie Chicks),4AYtqFyFbX0Xkc2wtcygTr,80,0.433,0.182,0,-12.566,1,0.0641,0.907,0.0,0.123,0.421,207.476,201587,4
191,Alec Benjamin,Jesus In LA,5i2JGF65pHKSfMEjSMrBC3,82,0.767,0.627,0,-4.096,1,0.0401,0.537,0.0,0.359,0.689,94.028,172606,4
192,Alec Benjamin,Jesus In LA,5i2JGF65pHKSfMEjSMrBC3,82,0.767,0.627,0,-4.096,1,0.0401,0.537,0.0,0.359,0.689,94.028,172606,4
193,Machine Gun Kelly,I Think I'm OKAY (with YUNGBLUD & Travis Barker),2gTdDMpNxIRFSiu7HutMCg,81,0.628,0.744,7,-4.718,1,0.0379,0.0257,0.0,0.313,0.277,119.921,169397,4
194,Machine Gun Kelly,I Think I'm OKAY (with YUNGBLUD & Travis Barker),2gTdDMpNxIRFSiu7HutMCg,81,0.628,0.744,7,-4.718,1,0.0379,0.0257,0.0,0.313,0.277,119.921,169397,4
195,Lizzo,Boys,1ITsmuChPVC05ogvorAyVu,79,0.891,0.587,6,-4.281,0,0.115,0.00317,0.000154,0.0487,0.753,120.029,172630,4
196,Lizzo,Boys,1ITsmuChPVC05ogvorAyVu,79,0.891,0.587,6,-4.281,0,0.115,0.00317,0.000154,0.0487,0.753,120.029,172630,4
197,Florida Georgia Line,Simple,4L9Ds4mpD3SuYoWwFUlv16,78,0.362,0.882,3,-3.717,1,0.0973,0.0791,0.0,0.15,0.864,199.811,185200,4
198,Florida Georgia Line,Simple,4L9Ds4mpD3SuYoWwFUlv16,78,0.362,0.882,3,-3.717,1,0.0973,0.0791,0.0,0.15,0.864,199.811,185200,4
199,Lil Tecca,Amigo,6qWSHYcZEvE0MIcH2WmB23,78,0.774,0.669,7,-7.397,0,0.221,0.415,0.0,0.105,0.528,89.954,150093,4
200,Lil Tecca,Amigo,6qWSHYcZEvE0MIcH2WmB23,78,0.774,0.669,7,-7.397,0,0.221,0.415,0.0,0.105,0.528,89.954,150093,4
201,OneRepublic,Wanted,6hLkeOMrhZ2CMLBp2of576,83,0.668,0.534,1,-6.586,1,0.0677,0.164,0.0,0.1,0.711,145.816,136248,4
202,OneRepublic,Wanted,6hLkeOMrhZ2CMLBp2of576,83,0.668,0.534,1,-6.586,1,0.0677,0.164,0.0,0.1,0.711,145.816,136248,4
203,Jeremy Zucker,you were good to me,4CxFN5zON70B3VOPBYbd6P,81,0.561,0.0848,2,-15.099,1,0.0404,0.913,2.62e-05,0.112,0.206,102.128,219147,4
204,Jeremy Zucker,you were good to me,4CxFN5zON70B3VOPBYbd6P,81,0.561,0.0848,2,-15.099,1,0.0404,0.913,2.62e-05,0.112,0.206,102.128,219147,4
205,Lil Uzi Vert,That's a Rack,4pCEIQ6wBVuaJdER5bALtO,77,0.852,0.432,1,-8.04,0,0.501,0.0599,0.0,0.146,0.258,140.042,236571,4
206,Lil Uzi Vert,That's a Rack,4pCEIQ6wBVuaJdER5bALtO,77,0.852,0.432,1,-8.04,0,0.501,0.0599,0.0,0.146,0.258,140.042,236571,4
207,DJ Scheme,"How You Feel? (Freestyle) (feat. Lil Yachty, Danny Towers & Ski Mask The Slump God)",67cpn8ZBO7QU67jky8Fh47,78,0.949,0.425,5,-7.393,1,0.224,0.0295,0.0,0.106,0.621,124.927,135023,4
208,DJ Scheme,"How You Feel? (Freestyle) (feat. Lil Yachty, Danny Towers & Ski Mask The Slump God)",67cpn8ZBO7QU67jky8Fh47,78,0.949,0.425,5,-7.393,1,0.224,0.0295,0.0,0.106,0.621,124.927,135023,4
209,Young Thug,What's the Move (feat. Lil Uzi Vert),3pTScODwk9tggZzmuH6xDY,77,0.961,0.438,7,-7.877,1,0.31,0.0431,0.0,0.139,0.412,124.018,251080,4
210,Post Malone,Internet,0KAzP1Rbp0Vz5pw8i1KDDI,79,0.469,0.489,0,-6.071,1,0.0314,0.841,0.0,0.103,0.201,74.013,123387,4
211,Wale,On Chill (feat. Jeremih),3TXKwYk2H7hZQFB0j8z4yq,77,0.597,0.733,1,-6.017,1,0.41,0.134,0.0,0.159,0.639,171.016,214035,4
212,Kane Brown,Good as You,7LzeKqmOtpKVKJ1dmalkC0,76,0.634,0.516,8,-6.05,1,0.0373,0.4,0.0,0.142,0.769,153.831,192053,4
213,Melanie Martinez,Show & Tell,7po7c8LzxTZ0ybU41qT5gD,80,0.535,0.746,4,-5.644,0,0.275,0.304,0.0,0.359,0.648,109.994,215973,4
214,Rich The Kid,Splashin,3KLo7ByvjCNyBrfz5DZ2mO,78,0.942,0.382,10,-8.099,1,0.564,0.00192,0.0,0.092,0.379,100.017,177864,4
215,Halsey,Nightmare,340UVheS8z3ncW9TTUhAbc,81,0.611,0.622,9,-5.075,0,0.0734,0.0188,0.0,0.359,0.538,146.11,231999,4
216,Jhene Aiko,Triggered (freestyle),3PAptX72PPmjj1Igms0zjo,77,0.471,0.411,0,-9.5,1,0.295,0.81,0.0,0.135,0.363,89.484,211227,1
217,The Chainsmokers,Who Do You Love,4FAd2rB28SaWaJWmn30Xuy,83,0.51,0.835,3,-4.673,1,0.0447,0.00791,0.0,0.219,0.435,140.024,226747,4
218,Lil Baby,Out The Mud,2wZjsbwmWfNVslgV5afl1L,77,0.746,0.497,1,-5.785,1,0.149,0.00944,8.6e-05,0.101,0.25,160.051,157816,4
219,Taylor Swift,It’s Nice To Have A Friend,1SmiQ65iSAbPto6gPFlBYm,79,0.737,0.175,10,-9.912,1,0.0401,0.971,0.000337,0.171,0.545,70.008,150440,4
220,Jorja Smith,Be Honest (feat. Burna Boy),5pAbCxt9e3f81lOmjIXwzd,85,0.757,0.737,4,-6.728,0,0.114,0.311,0.0,0.113,0.635,98.057,207031,4
221,Maluma,11 PM,7KbF6AdprOXEEHlsq11Z6d,91,0.777,0.712,10,-4.84,1,0.277,0.217,0.0,0.091,0.68,95.692,175733,4
222,Billie Eilish,xanny,4QIo4oxwzzafcBWkKjDpXY,81,0.521,0.125,9,-17.832,1,0.239,0.751,0.00207,0.265,0.0528,111.554,243725,4
223,Wallows,Are You Bored Yet? (feat. Clairo),57RA3JGafJm5zRtKJiKPIm,78,0.682,0.683,8,-6.444,0,0.0287,0.156,2.32e-05,0.273,0.64,120.023,178000,4
224,Lana Del Rey,Norman fucking Rockwell,3RIgHHpnFKj5Rni1shokDj,82,0.218,0.215,5,-12.49,1,0.0368,0.967,0.0847,0.0948,0.138,76.74,248934,1
225,Trippie Redd,Mac 10,4e34Qq2lkp92egwgjacVcT,77,0.79,0.629,9,-7.172,1,0.138,0.179,0.0,0.356,0.833,124.063,127742,4
226,Cardi B,Please Me,0PG9fbaaHFHfre2gUVo7AN,81,0.747,0.57,1,-6.711,1,0.081,0.0642,0.0,0.0832,0.65,133.992,200890,4
227,PnB Rock,I Like Girls (feat. Lil Skies),7cWh3ScxjhvasLI0CBRoZk,77,0.702,0.775,1,-3.462,1,0.248,0.324,0.0,0.114,0.784,178.199,151054,4
228,Polo G,Finer Things,7oBW80497A8axagr4aC9U6,76,0.506,0.45,2,-12.565,1,0.364,0.0683,0.000225,0.103,0.131,177.978,182387,4
229,iann dior,emotions,5ls62WNKHUUrdF3r1cv83T,78,0.63,0.63,9,-6.211,1,0.0395,0.0131,0.0,0.142,0.163,80.512,131213,4
230,Sech,Otro Trago,1Ej96GIBCTvgH7tNX1r3qr,89,0.747,0.7,0,-4.669,1,0.341,0.136,0.000167,0.11,0.62,176.036,225933,4
231,Cardi B,Press,6dPyzkyZwoj9LqjQXOFdVv,78,0.888,0.525,1,-5.665,1,0.305,0.029,5.68e-06,0.137,0.243,133.983,143792,4
232,Russ,Civil War,5tmu5pAFHkUSl8Fo8ncyA4,80,0.913,0.608,7,-6.764,1,0.259,0.116,0.0,0.109,0.496,101.002,143880,4
233,Jessie Reyez,Imported (with 6LACK),5zXmmhtXrhDbYnScaYpqZg,77,0.726,0.636,7,-3.615,1,0.0496,0.199,0.0,0.111,0.362,111.097,225040,4
234,Lizzo,Tempo (feat. Missy Elliott),6nBQFAIVFmAx2oZ8p6lUg6,77,0.833,0.722,1,-5.563,1,0.136,0.0573,1.14e-05,0.358,0.588,107.019,175343,4
235,Luke Combs,Even Though I'm Leaving,3sVLgsSTHRu483w6QciloO,76,0.547,0.743,2,-6.064,1,0.0323,0.235,0.0,0.231,0.647,77.9,225253,4
236,Big Sean,Single Again,7IP0lO9tHfNwBWZ9X6TJ84,77,0.635,0.677,10,-5.548,1,0.0909,0.161,0.0,0.154,0.253,94.95,213733,4
237,ROSALÍA,Con Altura,2qG5sZ7Si6sdK74qLxedYM,90,0.882,0.689,6,-4.027,1,0.124,0.39,0.00325,0.0501,0.746,97.963,161627,4
238,DJ Luian,Verte Ir,4lzxJ4jCuFDXXGkE1LmpKR,88,0.857,0.647,11,-4.152,0,0.0984,0.391,1.2e-06,0.0842,0.553,95.982,267500,4
239,DJ Snake,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",0KoiMHhqKLoL4xM54rcWYY,86,0.842,0.801,8,-4.167,0,0.228,0.157,4.82e-06,0.0642,0.617,95.881,212500,4
240,Billie Eilish,listen before i go,0tMSssfxAL2oV8Vri0mFHE,80,0.319,0.0561,0,-23.023,1,0.045,0.935,0.00384,0.388,0.082,79.764,242652,3
241,Daddy Yankee,Con Calma,5w9c2J52mkdntKOmRLeM2m,90,0.737,0.86,8,-2.652,0,0.0593,0.11,1.94e-06,0.0574,0.656,93.989,193227,4
242,Miley Cyrus,Mother's Daughter,2WyRfGeHo97VC5mP1BBSzr,83,0.681,0.865,1,-4.132,0,0.0594,0.00464,0.00169,0.149,0.528,91.017,219080,4
243,Dermot Kennedy,Outnumbered,6UjZ2Yx2g2a52XxiA8ONxZ,84,0.614,0.684,0,-5.79,1,0.157,0.247,0.0,0.0976,0.258,156.85,245700,4
244,Major Lazer,Que Calor (feat. J Balvin & El Alfa),1RKZvaLj3UPhGjZkaIrFm7,77,0.795,0.885,8,-4.13,1,0.0713,0.0375,0.00638,0.292,0.46,126.037,169998,4
245,Bazzi,Focus (feat. 21 Savage),2FqqVHvC4eKrsk97vpMRid,78,0.752,0.703,1,-5.268,1,0.0969,0.00694,0.0,0.143,0.538,77.021,155134,4
246,Bazzi,No Way!,0yYwS7CXKIPC4kWPvZQfsT,79,0.665,0.709,1,-4.117,0,0.0407,0.174,0.0,0.142,0.357,76.058,112105,4
247,Andy Grammer,"Don't Give Up On Me - (From ""Five Feet Apart"")",5A3fPy30SN2wuzrahpcxvV,80,0.641,0.537,0,-5.452,0,0.0282,0.0875,9.05e-06,0.115,0.0681,112.864,196188,4
248,Machine Gun Kelly,Candy (feat. Trippie Redd),37AGgp9VP8TVJBfEat74Bj,78,0.744,0.638,5,-4.86,0,0.049,0.00829,0.0,0.182,0.48,98.019,156719,4
249,Juice WRLD,Empty,41MCdlvXOl62B7Kv86Bb1v,76,0.745,0.561,0,-4.869,1,0.0807,0.0758,0.0,0.133,0.449,77.557,248431,4
250,Ed Sheeran,Cross Me (feat. Chance the Rapper & PnB Rock),543bCW2ruMPmxUBWirQ3MR,83,0.746,0.787,4,-6.373,1,0.12,0.214,0.0,0.0669,0.607,95.005,206187,4
251,Young M.A,BIG,2qSpOQdHmHpOcVXzV9WU5w,76,0.86,0.507,0,-5.776,0,0.369,0.0412,6.55e-06,0.13,0.15,85.005,224663,4
252,Melanie Martinez,Lunchbox Friends,6viCrMdt8zgjOygIuJMC5X,79,0.696,0.574,3,-6.899,0,0.0949,0.404,0.0,0.0954,0.434,93.033,169869,4
253,Khalid,Outta My Head (with John Mayer),09oZ9eXQ2fo6YDrPzJqAoP,79,0.729,0.545,0,-7.818,1,0.0316,0.0174,0.000274,0.369,0.514,103.012,177067,4
254,Lana Del Rey,Fuck it I love you,7MtVPRGtZl6rPjMfLoI3Lh,81,0.532,0.452,9,-10.654,0,0.043,0.892,0.00113,0.127,0.203,129.895,218288,4
255,DaniLeigh,Easy - Remix,4CMrdHWqic0usIZfTrKoI3,78,0.799,0.301,7,-11.361,1,0.185,0.195,0.0,0.0816,0.511,100.026,186587,4
256,Tee Grizzley,Young Grizzley World (feat. A Boogie Wit Da Hoodie & YNW Melly),2HsSzwrvvgiYSCdsYLiJWB,75,0.779,0.705,8,-6.383,0,0.051,0.237,0.0,0.0899,0.451,122.996,332195,4
257,NF,Leave Me Alone,3EtyEzMpfKSaoVhPunvbRV,78,0.722,0.741,1,-3.72,1,0.19,0.249,0.0,0.151,0.46,162.11,308652,4
258,DJ Khaled,Wish Wish (feat. Cardi B & 21 Savage),1Hd2XLitkt1PYCWSbfF5qV,77,0.861,0.666,8,-5.18,0,0.343,0.00218,0.0,0.272,0.853,145.041,202625,4
259,Melanie Martinez,Strawberry Shortcake,57OBlxZRcRyHFdlXlsHP7G,79,0.581,0.62,11,-8.087,0,0.462,0.198,7.18e-05,0.0895,0.512,125.887,184619,5
260,Future,100 Shooters (feat. Meek Mill),2j7mcsEz4n5XxMMqqjjB6p,77,0.645,0.675,1,-5.282,0,0.202,0.0104,0.0,0.273,0.171,120.672,209120,5
261,Juice WRLD,Hear Me Calling,13ZyrkCDmRz5xY3seuAWYk,77,0.699,0.687,7,-3.997,0,0.106,0.308,3.63e-05,0.121,0.499,88.932,189977,4
262,Chance the Rapper,GRoCERIES,0yFvWTLs3iIwDbc91noXGT,75,0.906,0.596,0,-5.88,0,0.243,0.0578,0.0,0.109,0.701,144.038,226846,4
263,Nicki Minaj,MEGATRON,1ZDmxwg7Lywlx68b7SsJjj,79,0.893,0.641,1,-3.051,1,0.272,0.128,8.06e-05,0.086,0.771,94.017,190747,4
264,Melanie Martinez,The Principal,7fYNunIzTO7yAHBQtvq8Fc,79,0.664,0.724,10,-5.005,1,0.04,0.441,0.0,0.174,0.641,98.02,176844,4
265,Doja Cat,Juicy,4cTm3Ev9bUvy4ChJjB1nhl,77,0.77,0.697,0,-2.644,1,0.0607,0.0817,0.0,0.0663,0.428,170.084,199587,4
266,Matt Stell,Prayed For You,1cmnChE57SpRJR2oFNcTpv,74,0.595,0.698,9,-5.836,1,0.0361,0.0851,0.0,0.106,0.518,140.035,210373,4
267,Nipsey Hussle,Racks In The Middle (feat. Roddy Ricch and Hit-Boy),6ya8ejoKgw906Y8LWclqrp,76,0.671,0.833,5,-5.152,0,0.395,0.0825,0.0,0.0726,0.702,79.351,233278,4
268,Quality Control,"Pink Toes (Offset, DaBaby feat. Gunna)",0W1ZfgXpC23RYQPDq7RM5I,75,0.957,0.767,0,-5.116,1,0.115,0.0525,0.0,0.117,0.577,110.508,217220,4
269,Melanie Martinez,Nurse's Office,4fRzunTZ51UC0oNwoVqiKB,79,0.612,0.651,2,-8.292,0,0.19,0.313,0.0,0.114,0.556,182.87,202723,3
270,NF,Time - Edit,68Vm2W4oURsPV3121vUZgB,79,0.665,0.703,8,-3.885,1,0.07,0.128,0.0,0.115,0.257,97.968,230611,4
271,Lana Del Rey,Cinnamon Girl,2mdEsXPu8ZmkHRRtAdC09e,80,0.292,0.334,6,-10.679,0,0.0378,0.839,0.345,0.151,0.148,67.836,300683,4
272,Lauv,Feelings,0y675KDleCZEudjoeL1sQQ,81,0.694,0.466,9,-6.758,1,0.0384,0.0934,0.0,0.098,0.246,103.018,189613,4
273,Young Thug,Mannequin Challenge (feat. Juice WRLD),5TnLXSd4h6G06Fbt2ApOpa,75,0.857,0.583,1,-7.466,0,0.086,0.0899,0.0,0.204,0.443,132.01,162400,4
274,MEDUZA,Piece Of Your Heart,1DFD5Fotzgn6yYXkYsKiGs,92,0.677,0.744,10,-6.806,0,0.0295,0.0404,0.00016,0.074,0.631,124.08,152913,4
275,Quality Control,Double Trouble (Quavo feat. Meek Mill),5YSfZJE0EYrGVsWeYqv9xo,76,0.868,0.661,2,-3.67,1,0.233,0.0769,7.33e-06,0.114,0.482,165.02,176911,4
276,Rick Ross,Gold Roses (feat. Drake),4aPB8rSxGFISs0o6V2LrTy,77,0.581,0.642,1,-5.318,1,0.407,0.0519,0.0,0.183,0.536,80.142,345160,4
277,Hozier,Almost (Sweet Music),5Apvsk0suoivI1H8CmBglv,75,0.523,0.687,7,-5.601,1,0.105,0.0215,2.86e-06,0.203,0.711,90.036,217480,4
278,Katy Perry,Small Talk,4NmE2ytXI8S2svTRSmEdpO,83,0.846,0.631,5,-5.547,1,0.1,0.203,0.0,0.455,0.602,115.999,161963,4
279,Billie Eilish,ilomilo,7qEKqBCD2vE5vIBsrUitpD,80,0.855,0.423,5,-15.044,0,0.0585,0.724,0.469,0.0896,0.572,120.02,156371,4
280,Maren Morris,GIRL,3y5B5ebFMzEEFqCPOesAXR,74,0.44,0.793,6,-3.95,1,0.0502,0.0677,0.0,0.0788,0.447,143.599,250653,4
281,Logic,Homicide,0Lw6aQcBFWTQ9m4MSwwwes,78,0.722,0.764,10,-5.656,0,0.398,0.145,0.0,0.171,0.796,139.831,245413,4
282,AJR,100 Bad Days,17FK4etx1u2NK60cptINMS,73,0.626,0.639,10,-5.62,1,0.085,0.0465,0.0,0.161,0.638,144.009,212783,4
283,Kenny Chesney,Tip of My Tongue,40ufL61vEaDaaOitYhnlQ7,74,0.669,0.559,5,-5.003,1,0.0251,0.0805,0.0,0.0703,0.491,95.001,199413,4
284,83 Babies,No Cap (feat. Rich The Kid),7gYE3GWQN3Jf6z9J8EEbdy,75,0.815,0.454,8,-8.916,1,0.333,0.413,0.0,0.105,0.712,139.929,260856,4
285,Logic,Keanu Reeves,3PYx9Wte3jwb48V0wArMOy,77,0.712,0.891,2,-6.457,1,0.24,0.0557,0.0,0.134,0.799,170.13,225920,4
286,Lil Mosey,G Walk (with Chris Brown),4E08gEca6avoGx5SS4MM6T,76,0.744,0.709,0,-5.359,1,0.101,0.275,0.0,0.126,0.72,89.969,141333,4
287,Lil Tjay,Leaked,0MrLK6NEPoMbcb8R6q6itd,76,0.759,0.613,7,-7.91,1,0.105,0.816,0.0,0.0816,0.329,97.012,220333,4
288,Luke Combs,Refrigerator Door,1b0YOwtdW5ibaAhHEsbdjB,74,0.526,0.868,1,-4.396,1,0.0491,0.0111,6.22e-06,0.12,0.626,75.007,204240,4
289,ILLENIUM,In Your Arms (with X Ambassadors),70YPzqSEwJvAIQ6nMs1cjY,78,0.404,0.806,2,-4.75,1,0.0496,0.198,0.0,0.114,0.112,148.036,220730,4
290,Avicii,SOS (feat. Aloe Blacc),2x0RZdkZcD8QRI53XT4GI5,86,0.802,0.645,5,-6.181,0,0.0715,0.272,0.0,0.119,0.376,100.001,157202,4
291,Luh Kel,BRB,6XzfYkDC92LEazCUO63Znh,75,0.83,0.602,7,-5.964,0,0.0681,0.155,0.0,0.122,0.714,110.005,158086,4
292,Melanie Martinez,High School Sweethearts,7FwWRSAlhfyhbvybdfDUCe,78,0.648,0.639,10,-6.415,0,0.123,0.453,0.0,0.283,0.44,94.033,311082,4
293,Ozuna,Baila Baila Baila - Remix,7mWFF4gPADjTQjC97CgFVt,83,0.785,0.572,2,-7.504,1,0.123,0.0598,0.0,0.218,0.49,100.016,235284,4
294,Camilo,Tutu,1nocRtwyNPVtGcIJqfgdzZ,92,0.731,0.832,9,-2.592,1,0.0503,0.273,0.0,0.0665,0.94,146.013,178613,4
295,Anuel AA,Secreto,5W83ErFkO3aKAIS1WMi6u0,84,0.807,0.803,11,-4.156,1,0.126,0.602,0.00853,0.136,0.706,91.987,258800,4
296,Sub Urban,Cradles,1y4jsQt7MjnZhiD1L6qFBC,80,0.663,0.594,1,-1.865,1,0.286,0.263,6.62e-05,0.171,0.626,79.934,209829,4
297,ScHoolboy Q,Floating (feat. 21 Savage),4NN6N5TxBO5k9uqu0W4gfQ,76,0.906,0.545,11,-4.977,0,0.344,0.181,0.0,0.091,0.543,139.932,186827,4
298,Kane Brown,Lose It,2Kpc6hdJqHCG2tt0JW9pyl,74,0.544,0.854,4,-4.968,0,0.0289,0.00245,1.2e-06,0.249,0.436,91.966,178987,4
299,YBN Cordae,RNP (feat. Anderson .Paak),5lw8Mgb4LyhriPIC86gV6e,78,0.611,0.714,9,-4.696,0,0.856,0.184,0.0,0.145,0.628,196.043,175828,4
300,Polo G,Pop Out Again (feat. Lil Baby & Gunna),2VIMXmWUIqhMqg6h5FOFPG,75,0.862,0.689,1,-5.68,1,0.323,0.118,0.0,0.0729,0.364,83.964,223787,4
